"Name","Value"
"Schedule Name","Habituation and Conditioning_barpress_VI60   "
"Version","N/A"
"Environment","Test [1]"
"Machine Name","EPHYS-1-PC"
"Date/Time","11/19/2018 09:18:28"
"Database","*DEFAULT"
"Schedule Run ID","197"
"Finalized","No"
"Record Count","1050"
"Animal ID","FR5"
"Application_Version","ABET II Standard 2.18.5274.13905"
"Group ID","Hab+Con"
"Max_Number_Trials","0"
"Max_Schedule_Time","2550"
"Schedule_Description","VI Schedule of Reinforcement"
"Schedule_Start_Time","2018-11-19T09:18:28.526"
"User","Rebecca"
"Evnt_Time","Evnt_ID","Evnt_Name","Item_Name","Alias_Name","Group_ID","Num_Args","Arg1_Name","Arg1_Value","Arg2_Name","Arg2_Value","Arg3_Name","Arg3_Value","Arg4_Name","Arg4_Value","Arg5_Name","Arg5_Value"
"0","16","Variable Event","ITI_Value","","0","1","Value","0",,,,,,,,
"0","16","Variable Event","VI_Value","","0","1","Value","0",,,,,,,,
"0.008","16","Variable Event","ITI_Value","","1","1","Value","221",,,,,,,,
"0.008","16","Variable Event","VI_Value","","1","1","Value","66",,,,,,,,
"49.346","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"49.677","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"49.94","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"50.271","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"60.633","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"60.898","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"65.452","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"65.849","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"67.762","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"67.762","7","Pulse Output Event","Pellet_Release #1","","2","1","Duration","0.05",,,,,,,,
"67.762","16","Variable Event","VI_Value","","2","1","Value","32",,,,,,,,
"68.159","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"78.125","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"78.192","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"79.973","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"80.37","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"80.501","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"80.766","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"85.65","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"85.981","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"86.838","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"87.169","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"92.316","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"92.845","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"98.917","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"99.247","39","Input Transition Off Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"105.121","38","Input Transition On Event","Right_Lever_Down1 #1","","2","0",,,,,,,,,,
"105.121","7","Pulse Output Event","Pellet_Release #1","","2","1","Duration","0.05",,,,,,,,
"105.121","16","Variable Event","VI_Value","","2","1","Value","65",,,,,,,,
